Gene_ID	Gene_Name	TSS_ID	TSS_Locus	Strand	Max_Expr	RE_Locus	Max_Hist	Distance	Closest_Locus	Closest_TSS	Histone	Correlation	Correlation_P_Value	Distance_P_Value	CnD_P_Value	Q_Value
ENSG00000215447.3	BX322557.10	ENST00000400362.2	chr21:46707977-46707977	+	40.33	chr21:46785643-46786182	37.12	77666	F	F	H3k27ac	0.65805	2.697e-02	1.558e-01	2.720e-02	7.506e-01
ENSG00000215447.3	BX322557.10	ENST00000454115.2	chr21:46707967-46707967	+	40.18	chr21:46785643-46786182	37.12	77676	F	F	H3k27ac	0.65768	2.697e-02	1.558e-01	2.720e-02	7.506e-01
ENSG00000230479.1	AP000695.6	ENST00000429588.1	chr21:37802658-37802658	+	57.14	chr21:37810040-37810579	15.64	-7382	F	T	H3k4me3	0.55601	2.698e-02	1.000e+00	1.244e-01	9.937e-01
ENSG00000183421.6	RIPK4	ENST00000352483.2	chr21:43187266-43187266	-	8.39	chr21:43178565-43179104	0.00	8162	F	F	H3k27ac	0.65259	2.735e-02	1.685e-02	4.002e-03	4.555e-01
ENSG00000160209.12	PDXK	ENST00000470029.1	chr21:45139104-45139104	+	13.84	chr21:45059582-45060121	4.18	-78983	F	F	H3k27ac	0.65249	2.735e-02	1.584e-01	2.791e-02	7.526e-01
ENSG00000183421.6	RIPK4	ENST00000352483.2	chr21:43187266-43187266	-	8.39	chr21:43050504-43050859	2.06	136407	F	F	H3k27ac	0.64965	2.742e-02	2.731e-01	4.413e-02	8.315e-01
ENSG00000142178.7	SIK1	ENST00000270162.6	chr21:44847008-44847008	-	123.18	chr21:44762738-44763466	17.99	83542	F	F	H3k27ac	0.64565	2.790e-02	1.677e-01	2.977e-02	7.646e-01
ENSG00000182871.9	COL18A1	ENST00000400337.2	chr21:46825052-46825052	+	28.67	chr21:46847511-46848050	28.68	22459	T	F	H3k27ac	0.64343	2.793e-02	4.543e-02	9.732e-03	5.959e-01
ENSG00000157557.7	ETS2	ENST00000432278.1	chr21:40177875-40177875	+	77.14	chr21:40173344-40173560	12.14	-4315	F	F	H3k27ac	0.64267	2.796e-02	8.844e-03	2.301e-03	3.256e-01
ENSG00000160209.12	PDXK	ENST00000476313.1	chr21:45148798-45148798	+	10.87	chr21:45020575-45020861	28.70	-127937	F	F	H3k27ac	-0.64021	2.943e-02	2.561e-01	4.438e-02	8.315e-01
ENSG00000182670.9	TTC3	ENST00000492275.1	chr21:38445526-38445526	+	53.22	chr21:38299551-38300090	0.00	-145436	T	F	H3k27ac	0.64099	2.943e-02	2.913e-01	4.937e-02	8.663e-01
ENSG00000230479.1	AP000695.6	ENST00000429588.1	chr21:37802658-37802658	+	57.14	chr21:37850516-37850820	60.77	47858	F	F	H3k27ac	0.64008	2.967e-02	9.599e-02	1.954e-02	6.968e-01
ENSG00000160209.12	PDXK	ENST00000472777.1	chr21:45148794-45148794	+	11.01	chr21:45020575-45020861	28.70	-127933	F	F	H3k27ac	-0.64006	2.967e-02	2.561e-01	4.468e-02	8.315e-01
ENSG00000182871.9	COL18A1	ENST00000400347.3	chr21:46825088-46825088	+	29.90	chr21:46847511-46848050	28.68	22423	T	F	H3k27ac	0.63911	3.051e-02	4.536e-02	1.049e-02	6.089e-01
ENSG00000180530.5	NRIP1	ENST00000400202.1	chr21:16437321-16437321	-	38.72	chr21:16512777-16513316	10.19	-75456	F	F	H3k27ac	0.63690	3.092e-02	1.514e-01	2.978e-02	7.646e-01
ENSG00000157557.7	ETS2	ENST00000432278.1	chr21:40177875-40177875	+	77.14	chr21:40173378-40173917	12.14	-3958	F	F	H3k27ac	0.63663	3.092e-02	8.450e-03	2.417e-03	3.256e-01
ENSG00000160209.12	PDXK	ENST00000327574.4	chr21:45148781-45148781	+	11.25	chr21:45020575-45020861	28.70	-127920	F	F	H3k27ac	-0.63624	3.095e-02	2.561e-01	4.626e-02	8.362e-01
ENSG00000142178.7	SIK1	ENST00000270162.6	chr21:44847008-44847008	-	123.18	chr21:44847035-44847331	36.06	-27	T	T	H3k27ac	0.63410	3.242e-02	3.499e-04	1.405e-04	2.369e-01
ENSG00000157557.7	ETS2	ENST00000432278.1	chr21:40177875-40177875	+	77.14	chr21:40170379-40170918	14.47	-6957	F	F	H3k27ac	0.63235	3.246e-02	1.445e-02	4.062e-03	4.566e-01
ENSG00000186866.12	POFUT2	ENST00000349485.5	chr21:46707813-46707813	-	26.66	chr21:46785643-46786182	37.12	-77830	F	F	H3k27ac	0.62781	3.298e-02	1.561e-01	3.228e-02	7.850e-01
ENSG00000186866.12	POFUT2	ENST00000476653.1	chr21:46707807-46707807	-	26.87	chr21:46785643-46786182	37.12	-77836	F	F	H3k27ac	0.62812	3.298e-02	1.561e-01	3.228e-02	7.850e-01
ENSG00000186866.12	POFUT2	ENST00000493524.1	chr21:46707811-46707811	-	26.68	chr21:46785643-46786182	37.12	-77832	F	F	H3k27ac	0.62796	3.298e-02	1.561e-01	3.228e-02	7.850e-01
ENSG00000186866.12	POFUT2	ENST00000493811.1	chr21:46707806-46707806	-	26.87	chr21:46785643-46786182	37.12	-77837	F	F	H3k27ac	0.62812	3.298e-02	1.561e-01	3.228e-02	7.850e-01
ENSG00000142207.5	URB1	ENST00000382751.3	chr21:33765335-33765335	-	22.89	chr21:33836208-33836567	12.13	-70873	F	F	H3k27ac	-0.61910	3.532e-02	1.421e-01	3.158e-02	7.832e-01
ENSG00000215447.3	BX322557.10	ENST00000400362.2	chr21:46707977-46707977	+	40.33	chr21:46739403-46739942	9.02	31426	T	F	H3k27ac	0.61777	3.535e-02	6.336e-02	1.591e-02	6.392e-01
ENSG00000215386.5	C21orf34	ENST00000445461.1	chr21:17566788-17566788	+	3.94	chr21:17552087-17552431	8.20	-14357	F	F	H3k27ac	0.61709	3.535e-02	2.905e-02	8.093e-03	5.751e-01
ENSG00000215447.3	BX322557.10	ENST00000454115.2	chr21:46707967-46707967	+	40.18	chr21:46739403-46739942	9.02	31436	T	F	H3k27ac	0.61781	3.535e-02	6.338e-02	1.591e-02	6.392e-01
ENSG00000142192.13	APP	ENST00000448850.1	chr21:27462377-27462377	-	4.28	chr21:27512409-27512948	5.36	-50032	T	F	H3k27ac	0.61532	3.617e-02	1.005e-01	2.406e-02	7.396e-01
ENSG00000188660.3	C21orf125	ENST00000448049.1	chr21:44866481-44866481	+	5.38	chr21:44752165-44752704	18.69	-113777	F	F	H3k27ac	0.61429	3.621e-02	2.280e-01	4.785e-02	8.463e-01
ENSG00000157551.11	KCNJ15	ENST00000398934.1	chr21:39644429-39644429	+	5.82	chr21:39649445-39650105	19.22	5016	T	T	H3k27ac	0.60804	3.745e-02	1.068e-02	3.531e-03	4.072e-01
ENSG00000160202.3	CRYAA	ENST00000398132.1	chr21:44590266-44590266	+	4.10	chr21:44630089-44630628	23.98	-39823	T	T	H3k4me3	0.52334	3.924e-02	1.000e+00	1.663e-01	9.937e-01
ENSG00000215386.5	C21orf34	ENST00000445461.1	chr21:17566788-17566788	+	3.94	chr21:17542064-17542603	10.00	-24185	F	F	H3k27ac	0.60392	4.069e-02	4.888e-02	1.436e-02	6.219e-01
ENSG00000188660.3	C21orf125	ENST00000448049.1	chr21:44866481-44866481	+	5.38	chr21:44866102-44866528	31.28	0	T	T	H3k4me3	0.49853	4.292e-02	1.756e-01	4.437e-02	8.315e-01
ENSG00000188660.3	C21orf125	ENST00000448049.1	chr21:44866481-44866481	+	5.38	chr21:44866102-44866545	31.28	0	T	T	H3k4me3	0.49870	4.292e-02	1.813e-01	4.557e-02	8.352e-01
ENSG00000230479.1	AP000695.6	ENST00000429588.1	chr21:37802658-37802658	+	57.14	chr21:37802300-37802839	42.36	0	T	T	H3k27ac	0.59997	4.298e-02	5.387e-04	2.703e-04	2.369e-01
ENSG00000160209.12	PDXK	ENST00000398085.3	chr21:45139057-45139057	+	93.14	chr21:45059582-45060121	4.18	-78936	F	F	H3k27ac	0.59436	4.452e-02	1.583e-01	4.197e-02	8.315e-01
ENSG00000166979.8	C21orf63	ENST00000481638.1	chr21:33785072-33785072	+	6.31	chr21:33836208-33836567	12.13	51136	F	F	H3k27ac	0.59262	4.452e-02	1.026e-01	2.918e-02	7.646e-01
ENSG00000159200.12	RCAN1	ENST00000381132.2	chr21:35899261-35899261	-	13.34	chr21:35898945-35899484	35.12	0	T	T	H3k27ac	0.59038	4.455e-02	5.387e-04	2.793e-04	2.369e-01
ENSG00000205581.6	HMGN1	ENST00000491183.1	chr21:40720993-40720993	-	65.27	chr21:40685346-40685885	38.40	35108	T	F	H3k27ac	-0.59039	4.455e-02	7.072e-02	2.130e-02	7.036e-01
ENSG00000142166.8	IFNAR1	ENST00000442357.2	chr21:34697278-34697278	+	64.41	chr21:34659331-34659870	26.71	-37408	T	F	H3k27ac	0.58943	4.458e-02	7.531e-02	2.249e-02	7.182e-01
ENSG00000186866.12	POFUT2	ENST00000468360.1	chr21:46707799-46707799	-	32.61	chr21:46783931-46784285	16.11	-76132	F	F	H3k27ac	0.58655	4.466e-02	1.526e-01	4.081e-02	8.315e-01
ENSG00000160209.12	PDXK	ENST00000476084.1	chr21:45139058-45139058	+	92.77	chr21:45059582-45060121	4.18	-78937	F	F	H3k27ac	0.58178	4.496e-02	1.583e-01	4.232e-02	8.315e-01
ENSG00000166979.8	C21orf63	ENST00000382699.3	chr21:33785010-33785010	+	19.55	chr21:33829738-33830277	16.14	44728	F	F	H3k27ac	0.58110	4.503e-02	8.995e-02	2.636e-02	7.506e-01
ENSG00000166979.8	C21orf63	ENST00000401402.3	chr21:33784993-33784993	+	18.42	chr21:33829738-33830277	16.14	44745	F	F	H3k27ac	0.58029	4.503e-02	8.998e-02	2.637e-02	7.506e-01
ENSG00000157551.11	KCNJ15	ENST00000398934.1	chr21:39644429-39644429	+	5.82	chr21:39664274-39664813	1.37	19845	F	F	H3k27ac	0.57794	4.506e-02	4.021e-02	1.325e-02	6.215e-01
ENSG00000188660.3	C21orf125	ENST00000448049.1	chr21:44866481-44866481	+	5.38	chr21:44917912-44918451	14.10	51431	F	F	H3k27ac	0.57632	4.596e-02	1.033e-01	3.016e-02	7.646e-01
ENSG00000188660.3	C21orf125	ENST00000448049.1	chr21:44866481-44866481	+	5.38	chr21:44835567-44836106	33.68	-30375	F	F	H3k27ac	0.57415	4.640e-02	6.126e-02	1.951e-02	6.968e-01
ENSG00000160209.12	PDXK	ENST00000463355.1	chr21:45139028-45139028	+	116.89	chr21:45059582-45060121	4.18	-78907	F	F	H3k27ac	0.57094	4.759e-02	1.583e-01	4.436e-02	8.315e-01
ENSG00000234380.1	AP000330.8	ENST00000419921.1	chr21:36118134-36118134	+	11.95	chr21:36208425-36208675	15.42	90291	F	F	H3k27ac	0.56615	4.769e-02	1.808e-01	4.960e-02	8.669e-01
ENSG00000142192.13	APP	ENST00000448850.1	chr21:27462377-27462377	-	4.28	chr21:27539128-27539667	52.78	-76751	F	F	H3k27ac	0.56579	4.769e-02	1.540e-01	4.342e-02	8.315e-01
ENSG00000142178.7	SIK1	ENST00000270162.6	chr21:44847008-44847008	-	123.18	chr21:44860419-44861441	21.06	-13411	F	F	H3k27ac	0.56510	4.772e-02	2.782e-02	1.012e-02	6.040e-01
ENSG00000186866.12	POFUT2	ENST00000476653.1	chr21:46707807-46707807	-	26.87	chr21:46783931-46784285	16.11	-76124	F	F	H3k27ac	0.55556	5.278e-02	1.525e-01	4.688e-02	8.362e-01
ENSG00000186866.12	POFUT2	ENST00000493811.1	chr21:46707806-46707806	-	26.87	chr21:46783931-46784285	16.11	-76125	F	F	H3k27ac	0.55556	5.278e-02	1.525e-01	4.688e-02	8.362e-01
ENSG00000186866.12	POFUT2	ENST00000349485.5	chr21:46707813-46707813	-	26.66	chr21:46783931-46784285	16.11	-76118	F	F	H3k27ac	0.55426	5.282e-02	1.525e-01	4.690e-02	8.362e-01
ENSG00000159216.12	RUNX1	ENST00000358356.5	chr21:36260987-36260987	-	16.86	chr21:36184660-36185199	3.16	75788	F	F	H3k27ac	0.55488	5.282e-02	1.520e-01	4.677e-02	8.362e-01
ENSG00000186866.12	POFUT2	ENST00000493524.1	chr21:46707811-46707811	-	26.68	chr21:46783931-46784285	16.11	-76120	F	F	H3k27ac	0.55441	5.282e-02	1.525e-01	4.690e-02	8.362e-01
ENSG00000205726.8	ITSN1	ENST00000451686.1	chr21:35014848-35014848	+	42.61	chr21:35055563-35056102	18.57	40715	T	F	H3k27ac	0.55322	5.302e-02	8.192e-02	2.797e-02	7.526e-01
ENSG00000205581.6	HMGN1	ENST00000380748.1	chr21:40720979-40720979	-	59.65	chr21:40685346-40685885	38.40	35094	T	F	H3k27ac	-0.54793	5.383e-02	7.069e-02	2.501e-02	7.417e-01
ENSG00000142166.8	IFNAR1	ENST00000270139.3	chr21:34697209-34697209	+	4.13	chr21:34659331-34659870	26.71	-37339	T	F	H3k27ac	0.54754	5.390e-02	7.518e-02	2.637e-02	7.506e-01
ENSG00000186866.12	POFUT2	ENST00000468360.1	chr21:46707799-46707799	-	32.61	chr21:46739403-46739942	9.02	-31604	T	F	H3k27ac	0.52460	5.988e-02	6.371e-02	2.506e-02	7.417e-01
ENSG00000188660.3	C21orf125	ENST00000448049.1	chr21:44866481-44866481	+	5.38	chr21:44847035-44847331	36.06	-19150	F	F	H3k27ac	0.52293	6.000e-02	3.858e-02	1.636e-02	6.427e-01
ENSG00000166979.8	C21orf63	ENST00000401402.3	chr21:33784993-33784993	+	18.42	chr21:33836208-33836567	12.13	51215	F	F	H3k27ac	0.51699	6.125e-02	1.028e-01	3.819e-02	8.112e-01
ENSG00000166979.8	C21orf63	ENST00000382699.3	chr21:33785010-33785010	+	19.55	chr21:33836208-33836567	12.13	51198	F	F	H3k27ac	0.51180	6.207e-02	1.027e-01	3.861e-02	8.121e-01
ENSG00000157551.11	KCNJ15	ENST00000398934.1	chr21:39644429-39644429	+	5.82	chr21:39675109-39675648	1.37	30680	F	F	H3k27ac	0.51191	6.207e-02	6.187e-02	2.520e-02	7.433e-01
ENSG00000205726.8	ITSN1	ENST00000399349.1	chr21:35014804-35014804	+	42.02	chr21:35055563-35056102	18.57	40759	T	F	H3k27ac	0.49976	6.362e-02	8.201e-02	3.264e-02	7.850e-01
ENSG00000205726.8	ITSN1	ENST00000399352.1	chr21:35014802-35014802	+	42.05	chr21:35055563-35056102	18.57	40761	T	F	H3k27ac	0.49935	6.362e-02	8.202e-02	3.264e-02	7.850e-01
ENSG00000160209.12	PDXK	ENST00000476313.1	chr21:45148798-45148798	+	10.87	chr21:45132033-45132841	21.22	-15957	F	F	H3k27ac	-0.49824	6.372e-02	3.270e-02	1.495e-02	6.286e-01
ENSG00000182871.9	COL18A1	ENST00000400347.3	chr21:46825088-46825088	+	29.90	chr21:46783931-46784285	16.11	-40803	F	F	H3k27ac	0.49768	6.403e-02	8.193e-02	3.279e-02	7.850e-01
ENSG00000182871.9	COL18A1	ENST00000400337.2	chr21:46825052-46825052	+	28.67	chr21:46783931-46784285	16.11	-40767	F	F	H3k27ac	0.49748	6.404e-02	8.186e-02	3.277e-02	7.850e-01
ENSG00000160209.12	PDXK	ENST00000472777.1	chr21:45148794-45148794	+	11.01	chr21:45132033-45132841	21.22	-15953	F	F	H3k27ac	-0.49703	6.404e-02	3.269e-02	1.501e-02	6.286e-01
ENSG00000205726.8	ITSN1	ENST00000399367.3	chr21:35014789-35014789	+	41.82	chr21:35055563-35056102	18.57	40774	T	F	H3k27ac	0.49531	6.416e-02	8.204e-02	3.288e-02	7.850e-01
ENSG00000205581.6	HMGN1	ENST00000479586.1	chr21:40720941-40720941	-	23.68	chr21:40685346-40685885	38.40	35056	T	F	H3k27ac	-0.49421	6.419e-02	7.061e-02	2.899e-02	7.646e-01
ENSG00000160209.12	PDXK	ENST00000490666.1	chr21:45160897-45160897	+	11.31	chr21:45148313-45148500	28.68	-12397	T	F	H3k27ac	-0.49469	6.419e-02	2.498e-02	1.192e-02	6.215e-01
ENSG00000188660.3	C21orf125	ENST00000448049.1	chr21:44866481-44866481	+	5.38	chr21:44848098-44848369	33.68	-18112	F	F	H3k27ac	0.49417	6.423e-02	3.649e-02	1.653e-02	6.427e-01
ENSG00000186866.12	POFUT2	ENST00000493524.1	chr21:46707811-46707811	-	26.68	chr21:46739403-46739942	9.02	-31592	T	F	H3k27ac	0.49224	6.510e-02	6.369e-02	2.689e-02	7.506e-01
ENSG00000186866.12	POFUT2	ENST00000349485.5	chr21:46707813-46707813	-	26.66	chr21:46739403-46739942	9.02	-31590	T	F	H3k27ac	0.49211	6.514e-02	6.368e-02	2.690e-02	7.506e-01
ENSG00000186866.12	POFUT2	ENST00000476653.1	chr21:46707807-46707807	-	26.87	chr21:46739403-46739942	9.02	-31596	T	F	H3k27ac	0.49219	6.514e-02	6.370e-02	2.691e-02	7.506e-01
ENSG00000186866.12	POFUT2	ENST00000493811.1	chr21:46707806-46707806	-	26.87	chr21:46739403-46739942	9.02	-31597	T	F	H3k27ac	0.49219	6.514e-02	6.370e-02	2.691e-02	7.506e-01
ENSG00000160209.12	PDXK	ENST00000398085.3	chr21:45139057-45139057	+	93.14	chr21:45132033-45132841	21.22	-6216	T	F	H3k27ac	0.48882	6.634e-02	1.323e-02	7.054e-03	5.456e-01
ENSG00000205726.8	ITSN1	ENST00000381285.4	chr21:35014784-35014784	+	41.30	chr21:35055563-35056102	18.57	40779	T	F	H3k27ac	0.48811	6.637e-02	8.205e-02	3.383e-02	7.896e-01
ENSG00000160209.12	PDXK	ENST00000327574.4	chr21:45148781-45148781	+	11.25	chr21:45132033-45132841	21.22	-15940	F	F	H3k27ac	-0.48683	6.645e-02	3.266e-02	1.548e-02	6.286e-01
ENSG00000205726.8	ITSN1	ENST00000381318.3	chr21:35014764-35014764	+	40.76	chr21:35055563-35056102	18.57	40799	T	F	H3k27ac	0.48488	6.730e-02	8.209e-02	3.425e-02	7.896e-01
ENSG00000188660.3	C21orf125	ENST00000448049.1	chr21:44866481-44866481	+	5.38	chr21:44897803-44898291	47.59	31322	F	F	H3k27ac	0.48595	6.730e-02	6.310e-02	2.744e-02	7.506e-01
ENSG00000188660.3	C21orf125	ENST00000448049.1	chr21:44866481-44866481	+	5.38	chr21:44897803-44898295	47.59	31322	F	F	H3k27ac	0.48572	6.730e-02	6.310e-02	2.744e-02	7.506e-01
ENSG00000205726.8	ITSN1	ENST00000444491.1	chr21:35014758-35014758	+	39.52	chr21:35055563-35056102	18.57	40805	T	F	H3k27ac	0.48354	6.742e-02	8.210e-02	3.430e-02	7.896e-01
ENSG00000205726.8	ITSN1	ENST00000470742.1	chr21:35014759-35014759	+	40.03	chr21:35055563-35056102	18.57	40804	T	F	H3k27ac	0.48251	6.749e-02	8.210e-02	3.433e-02	7.896e-01
ENSG00000160209.12	PDXK	ENST00000470029.1	chr21:45139104-45139104	+	13.84	chr21:45132033-45132841	21.22	-6263	T	F	H3k27ac	0.48008	6.779e-02	1.332e-02	7.235e-03	5.490e-01
ENSG00000159086.10	GCFC1	ENST00000331923.4	chr21:34144169-34144169	-	18.01	chr21:34144082-34144621	49.46	0	T	T	H3k27ac	-0.47615	6.929e-02	5.387e-04	4.179e-04	2.369e-01
ENSG00000160209.12	PDXK	ENST00000476084.1	chr21:45139058-45139058	+	92.77	chr21:45132033-45132841	21.22	-6217	T	F	H3k27ac	0.47582	6.929e-02	1.323e-02	7.329e-03	5.515e-01
ENSG00000185658.8	BRWD1	ENST00000380800.3	chr21:40685516-40685516	-	5.24	chr21:40685346-40685885	38.40	0	T	T	H3k27ac	-0.47372	6.944e-02	5.387e-04	4.187e-04	2.369e-01
ENSG00000188660.3	C21orf125	ENST00000448049.1	chr21:44866481-44866481	+	5.38	chr21:44922978-44923355	15.45	56497	F	F	H3k27ac	0.47080	7.186e-02	1.133e-01	4.732e-02	8.420e-01
ENSG00000185658.8	BRWD1	ENST00000342449.3	chr21:40685496-40685496	-	4.64	chr21:40685346-40685885	38.40	0	T	T	H3k27ac	-0.46672	7.406e-02	5.387e-04	4.440e-04	2.369e-01
ENSG00000185658.8	BRWD1	ENST00000380783.1	chr21:40685556-40685556	-	4.39	chr21:40685346-40685885	38.40	0	T	T	H3k27ac	-0.46282	7.581e-02	5.387e-04	4.536e-04	2.369e-01
ENSG00000159128.8	IFNGR2	ENST00000405436.1	chr21:34775772-34775772	+	59.24	chr21:34790034-34790174	0.00	-14262	T	T	H3k4me3	0.34940	7.725e-02	1.000e+00	2.751e-01	9.937e-01
ENSG00000188660.3	C21orf125	ENST00000448049.1	chr21:44866481-44866481	+	5.38	chr21:44914527-44914700	16.37	48046	F	F	H3k27ac	0.45430	7.960e-02	9.625e-02	4.499e-02	8.315e-01
ENSG00000159216.12	RUNX1	ENST00000358356.5	chr21:36260987-36260987	-	16.86	chr21:36250862-36251096	26.10	9891	F	F	H3k27ac	0.44909	8.196e-02	2.001e-02	1.216e-02	6.215e-01
ENSG00000185658.8	BRWD1	ENST00000380800.3	chr21:40685516-40685516	-	5.24	chr21:40685346-40685885	38.40	0	T	T	H3k4me3	-0.32246	8.461e-02	2.123e-01	9.016e-02	9.937e-01
ENSG00000215386.5	C21orf34	ENST00000419952.1	chr21:17566699-17566699	+	2.28	chr21:17552087-17552431	8.20	14268	F	T	H3k4me3	0.32965	8.461e-02	1.000e+00	2.936e-01	9.937e-01
ENSG00000160209.12	PDXK	ENST00000463355.1	chr21:45139028-45139028	+	116.89	chr21:45132033-45132841	21.22	-6187	T	F	H3k27ac	0.44153	8.548e-02	1.317e-02	8.769e-03	5.751e-01
ENSG00000215386.5	C21orf34	ENST00000419952.1	chr21:17566699-17566699	+	2.28	chr21:17542064-17542603	10.00	24096	F	T	H3k4me3	0.32107	8.706e-02	1.000e+00	2.996e-01	9.937e-01
ENSG00000157557.7	ETS2	ENST00000432278.1	chr21:40177875-40177875	+	77.14	chr21:40174623-40175024	22.91	-2851	T	F	H3k27ac	0.43233	8.988e-02	6.101e-03	4.665e-03	4.991e-01
ENSG00000182871.9	COL18A1	ENST00000400337.2	chr21:46825052-46825052	+	28.67	chr21:46785643-46786182	37.12	-38870	F	F	H3k27ac	0.42623	9.216e-02	7.824e-02	4.277e-02	8.315e-01
ENSG00000182871.9	COL18A1	ENST00000400347.3	chr21:46825088-46825088	+	29.90	chr21:46785643-46786182	37.12	-38906	F	F	H3k27ac	0.42617	9.219e-02	7.831e-02	4.282e-02	8.315e-01
ENSG00000215386.5	C21orf34	ENST00000419952.1	chr21:17566699-17566699	+	2.28	chr21:17566158-17566697	43.99	-2	T	T	H3k4me3	0.30659	9.319e-02	2.139e-01	9.797e-02	9.937e-01
ENSG00000180530.5	NRIP1	ENST00000318948.4	chr21:16437126-16437126	-	2.84	chr21:16431216-16431755	35.22	-5371	T	T	H3k4me3	0.30603	9.381e-02	1.000e+00	3.158e-01	9.937e-01
ENSG00000159128.8	IFNGR2	ENST00000381995.1	chr21:34775738-34775738	+	64.69	chr21:34790034-34790174	0.00	14296	T	F	H3k27ac	0.40664	1.019e-01	2.873e-02	2.001e-02	6.968e-01
ENSG00000215447.3	BX322557.10	ENST00000454115.2	chr21:46707967-46707967	+	40.18	chr21:46749984-46750391	21.37	42017	F	F	H3k27ac	0.40505	1.020e-01	8.441e-02	4.954e-02	8.669e-01
ENSG00000185658.8	BRWD1	ENST00000342449.3	chr21:40685496-40685496	-	4.64	chr21:40685346-40685885	38.40	0	T	T	H3k4me3	-0.28435	1.048e-01	2.123e-01	1.069e-01	9.937e-01
ENSG00000215386.5	C21orf34	ENST00000445461.1	chr21:17566788-17566788	+	3.94	chr21:17566158-17566697	43.99	-91	T	F	H3k27ac	0.39672	1.077e-01	7.206e-04	8.121e-04	2.465e-01
ENSG00000166979.8	C21orf63	ENST00000481638.1	chr21:33785072-33785072	+	6.31	chr21:33805255-33805794	7.25	20183	T	F	H3k27ac	-0.39526	1.079e-01	4.088e-02	2.834e-02	7.578e-01
ENSG00000180530.5	NRIP1	ENST00000400202.1	chr21:16437321-16437321	-	38.72	chr21:16431216-16431755	35.22	5566	T	F	H3k27ac	0.37772	1.149e-01	1.166e-02	1.020e-02	6.040e-01
ENSG00000166979.8	C21orf63	ENST00000300255.2	chr21:33784689-33784689	+	2.19	chr21:33814787-33815326	6.75	30098	F	F	H3k27ac	0.36127	1.196e-01	6.070e-02	4.301e-02	8.315e-01
ENSG00000188660.3	C21orf125	ENST00000448049.1	chr21:44866481-44866481	+	5.38	chr21:44866102-44866528	31.28	0	T	T	H3k27ac	0.35367	1.248e-01	4.258e-04	5.760e-04	2.432e-01
ENSG00000188660.3	C21orf125	ENST00000448049.1	chr21:44866481-44866481	+	5.38	chr21:44866102-44866545	31.28	0	T	T	H3k27ac	0.35311	1.249e-01	4.428e-04	5.974e-04	2.432e-01
ENSG00000205930.4	C21orf49	ENST00000477513.1	chr21:34144499-34144499	+	4.14	chr21:34144082-34144621	49.46	0	T	T	H3k27ac	0.35338	1.249e-01	5.387e-04	7.136e-04	2.465e-01
ENSG00000159128.8	IFNGR2	ENST00000405436.1	chr21:34775772-34775772	+	59.24	chr21:34790034-34790174	0.00	14262	T	T	H3k27ac	0.35039	1.261e-01	2.866e-02	2.393e-02	7.396e-01
ENSG00000205930.4	C21orf49	ENST00000491756.1	chr21:34144485-34144485	+	3.62	chr21:34144082-34144621	49.46	0	T	T	H3k27ac	0.34082	1.303e-01	5.387e-04	7.413e-04	2.465e-01
ENSG00000182871.9	COL18A1	ENST00000400347.3	chr21:46825088-46825088	+	29.90	chr21:46797948-46798487	14.48	-26601	F	F	H3k27ac	0.33500	1.351e-01	5.371e-02	4.300e-02	8.315e-01
ENSG00000182871.9	COL18A1	ENST00000400337.2	chr21:46825052-46825052	+	28.67	chr21:46797948-46798487	14.48	-26565	F	F	H3k27ac	0.33373	1.359e-01	5.364e-02	4.316e-02	8.315e-01
ENSG00000185658.8	BRWD1	ENST00000380783.1	chr21:40685556-40685556	-	4.39	chr21:40685346-40685885	38.40	0	T	T	H3k4me3	-0.21580	1.367e-01	2.123e-01	1.318e-01	9.937e-01
ENSG00000215386.5	C21orf34	ENST00000419952.1	chr21:17566699-17566699	+	2.28	chr21:17552087-17552431	8.20	-14268	F	T	H3k27ac	0.32562	1.391e-01	2.887e-02	2.618e-02	7.506e-01
ENSG00000243646.3	IL10RB	ENST00000290200.2	chr21:34638663-34638663	+	25.59	chr21:34659331-34659870	26.71	20668	T	F	H3k27ac	0.31373	1.443e-01	4.185e-02	3.690e-02	8.026e-01
ENSG00000215386.5	C21orf34	ENST00000419952.1	chr21:17566699-17566699	+	2.28	chr21:17542064-17542603	10.00	-24096	F	T	H3k27ac	0.31374	1.443e-01	4.870e-02	4.188e-02	8.315e-01
ENSG00000188660.3	C21orf125	ENST00000448049.1	chr21:44866481-44866481	+	5.38	chr21:44860419-44861441	21.06	-5040	F	T	H3k27ac	0.31111	1.472e-01	1.109e-02	1.211e-02	6.215e-01
ENSG00000159261.6	CLDN14	ENST00000399135.1	chr21:37852388-37852388	-	1.43	chr21:37850516-37850820	60.77	-1568	T	T	H3k4me3	0.18612	1.484e-01	1.000e+00	4.315e-01	9.937e-01
ENSG00000205930.4	C21orf49	ENST00000477513.1	chr21:34144499-34144499	+	4.14	chr21:34144082-34144621	49.46	0	T	T	H3k4me3	-0.17065	1.563e-01	2.123e-01	1.462e-01	9.937e-01
ENSG00000205930.4	C21orf49	ENST00000382378.1	chr21:34144473-34144473	+	3.24	chr21:34144082-34144621	49.46	0	T	T	H3k27ac	0.29203	1.570e-01	5.387e-04	8.777e-04	2.465e-01
ENSG00000205930.4	C21orf49	ENST00000453404.1	chr21:34144472-34144472	+	3.24	chr21:34144082-34144621	49.46	0	T	T	H3k27ac	0.29203	1.570e-01	5.387e-04	8.777e-04	2.465e-01
